industry_code,StateName,Date,industry_name,area_fips,own_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,StateInitial,FIPS,lfo,estab_f,rcptot_n_f,rcptot_f,rcptot,category,Total_Number_of_Farms,Total_Number_of_Workers,Total_Number_of_Operators,N_BREAK
562,Mississippi,1/1/2012,Waste Management and Remediation Services,28000,3,55,0,2012,A, ,510,3087,114465101,46483740,1011726,1486,77256,MS,28, , , , ,11915,Nutrient Management, , , ,2
562,Mississippi,1/1/2013,Waste Management and Remediation Services,28000,3,55,0,2013,A, ,279,2795,117410906,45474038,717094,1568,81547,MS,28, , , , , ,Nutrient Management, , , ,1
562,Missouri,1/1/2009,Waste Management and Remediation Services,29000,3,55,0,2009,A, ,980,6852,270844333,84760002,2308948,1436,74662,MO,29, , , , ,27370,Nutrient Management, , , ,2
562,Missouri,1/1/2010,Waste Management and Remediation Services,29000,3,55,0,2010,A, ,998,7131,285531492,93636137,3007296,1445,75131,MO,29, , , , ,33313,Nutrient Management, , , ,2
562,Missouri,1/1/2011,Waste Management and Remediation Services,29000,3,55,0,2011,A, ,1031,7113,282673109,92659725,3018722,1438,74773,MO,29, , , , ,33623,Nutrient Management, , , ,2
562,Missouri,1/1/2012,Waste Management and Remediation Services,29000,3,55,0,2012,A, ,1068,7044,287871009,89928384,2959614,1468,76351,MO,29, , , , ,31340,Nutrient Management, , , ,2
562,Missouri,1/1/2013,Waste Management and Remediation Services,29000,3,55,0,2013,A, ,542,6399,283867752,90235968,3041141,1476,76721,MO,29, , , , , ,Nutrient Management, , , ,1
562,Montana,1/1/2009,Waste Management and Remediation Services,30000,5,55,0,2009,A, ,230,1027,38370119,23120108,344871,795,41343,MT,30, , , , ,5148,Nutrient Management, , , ,2
562,Montana,1/1/2010,Waste Management and Remediation Services,30000,5,55,0,2010,A, ,235,1025,37555472,23942137,560648,776,40339,MT,30, , , , ,5393,Nutrient Management, , , ,2
562,Montana,1/1/2011,Waste Management and Remediation Services,30000,2,55,0,2011,A,N,256,1107,43156300,25945286,707902,829,43131,MT,30, , , , ,4929,Nutrient Management, , , ,2
562,Montana,1/1/2012,Waste Management and Remediation Services,30000,2,55,0,2012,A,N,264,1125,46441571,27195612,745446,879,45703,MT,30, , , , ,4467,Nutrient Management, , , ,2
562,Montana,1/1/2013,Waste Management and Remediation Services,30000,2,55,0,2013,A,N,158,1038,45425276,28881819,748599,841,43748,MT,30, , , , , ,Nutrient Management, , , ,1
562,Nebraska,1/1/2009,Waste Management and Remediation Services,31000,3,55,0,2009,A,N,375,2362,83411763,23982217,383911,722,37556,NE,31, , , , ,7293,Nutrient Management, , , ,2
562,Nebraska,1/1/2010,Waste Management and Remediation Services,31000,3,55,0,2010,A,N,364,2281,83004210,23649451,884245,742,38608,NE,31, , , , ,7455,Nutrient Management, , , ,2
562,Nebraska,1/1/2011,Waste Management and Remediation Services,31000,3,55,0,2011,A,N,378,2402,87598916,23988563,938859,746,38776,NE,31, , , , ,9865,Nutrient Management, , , ,2
562,Nebraska,1/1/2012,Waste Management and Remediation Services,31000,3,55,0,2012,A,N,371,2532,101099725,27060148,745438,811,42188,NE,31, , , , ,10446,Nutrient Management, , , ,2
562,Nebraska,1/1/2013,Waste Management and Remediation Services,31000,3,55,0,2013,A,N,238,2469,106620806,28348887,581787,831,43190,NE,31, , , , , ,Nutrient Management, , , ,1
562,Nevada,1/1/2009,Waste Management and Remediation Services,32000,5,55,0,2009,A, ,258,3271,165426561,86804857,1100260,1000,52017,NV,32, , , , ,4266,Nutrient Management, , , ,2
562,Nevada,1/1/2010,Waste Management and Remediation Services,32000,1,55,0,2010,A, ,255,3162,165588384,85166364,985378,1438,74760,NV,32, , , , ,3271,Nutrient Management, , , ,2
562,Nevada,1/1/2011,Waste Management and Remediation Services,32000,1,55,0,2011,A, ,265,3100,161658787,80503542,1444244,1431,74414,NV,32, , , , ,3572,Nutrient Management, , , ,2
562,Nevada,1/1/2012,Waste Management and Remediation Services,32000,1,55,0,2012,A, ,292,3285,172127141,84461545,1846673,1442,75013,NV,32, , , , ,5040,Nutrient Management, , , ,2
562,Nevada,1/1/2013,Waste Management and Remediation Services,32000,1,55,0,2013,A, ,184,3268,178649253,88829407,1825173,1508,78421,NV,32, , , , , ,Nutrient Management, , , ,1
562,New Hampshire,1/1/2009,Waste Management and Remediation Services,33000,3,55,0,2009,A,N,339,1754,80276043,15501215,365990,963,50053,NH,33, , , , ,8817,Nutrient Management, , , ,2
562,New Hampshire,1/1/2010,Waste Management and Remediation Services,33000,3,55,0,2010,A,N,337,1708,84869472,18540223,706661,1046,54383,NH,33, , , , ,15528,Nutrient Management, , , ,2
562,New Hampshire,1/1/2011,Waste Management and Remediation Services,33000,3,55,0,2011,A,N,328,1719,79437924,21569887,932791,966,50219,NH,33, , , , ,12113,Nutrient Management, , , ,2
562,New Hampshire,1/1/2012,Waste Management and Remediation Services,33000,3,55,0,2012,A, ,353,1809,85090814,25343639,1037565,1672,86895,NH,33, , , , ,13842,Nutrient Management, , , ,2
562,New Hampshire,1/1/2013,Waste Management and Remediation Services,33000,3,55,0,2013,A, ,205,1684,87207258,26691298,850615,1697,88267,NH,33, , , , , ,Nutrient Management, , , ,1
562,New Jersey,1/1/2009,Waste Management and Remediation Services,34000,2,55,0,2009,A,N,1243,12477,711932933,357552768,9564295,2090,108665,NJ,34, , , , ,45324,Nutrient Management, , , ,2
562,New Jersey,1/1/2010,Waste Management and Remediation Services,34000,2,55,0,2010,A,N,1267,12391,717479416,354812228,11045055,2135,110994,NJ,34, , , , ,47955,Nutrient Management, , , ,2
562,New Jersey,1/1/2011,Waste Management and Remediation Services,34000,2,55,0,2011,A,N,1266,12564,739782331,367356769,13495470,2205,114652,NJ,34, , , , ,50834,Nutrient Management, , , ,2
562,New Jersey,1/1/2012,Waste Management and Remediation Services,34000,2,55,0,2012,A,N,1348,13786,824449989,407943566,16602257,2185,113613,NJ,34, , , , ,52339,Nutrient Management, , , ,2
562,New Jersey,1/1/2013,Waste Management and Remediation Services,34000,2,55,0,2013,A,N,835,13250,801707055,414463830,17190576,2209,114893,NJ,34, , , , , ,Nutrient Management, , , ,1
562,New Mexico,1/1/2009,Waste Management and Remediation Services,35000,3,55,0,2009,A, ,392,3457,152670181,57222185,413342,1618,84153,NM,35, , , , ,10448,Nutrient Management, , , ,2
562,New Mexico,1/1/2010,Waste Management and Remediation Services,35000,3,55,0,2010,A, ,389,3372,155869593,53946843,536309,1701,88480,NM,35, , , , ,11379,Nutrient Management, , , ,2
562,New Mexico,1/1/2011,Waste Management and Remediation Services,35000,3,55,0,2011,A, ,391,3344,155722191,57422542,914235,1710,88910,NM,35, , , , ,7636,Nutrient Management, , , ,2
562,New Mexico,1/1/2012,Waste Management and Remediation Services,35000,3,55,0,2012,A, ,408,3249,149672514,65931476,950287,1702,88490,NM,35, , , , ,8286,Nutrient Management, , , ,2
562,New Mexico,1/1/2013,Waste Management and Remediation Services,35000,3,55,0,2013,A, ,254,3139,157540421,58240150,939766,1753,91169,NM,35, , , , , ,Nutrient Management, , , ,1
562,New York,1/1/2009,Waste Management and Remediation Services,36000,2,55,0,2009,A,N,2626,21376,1029405831,235033588,13305009,975,50713,NY,36, , , , ,78404,Nutrient Management, , , ,2
562,New York,1/1/2010,Waste Management and Remediation Services,36000,2,55,0,2010,A,N,2725,23086,1138384960,254108251,16204517,996,51809,NY,36, , , , ,75269,Nutrient Management, , , ,2
562,New York,1/1/2011,Waste Management and Remediation Services,36000,1,55,0,2011,A, ,2778,23679,1194214997,273050230,17778899,1708,88851,NY,36, , , , ,80998,Nutrient Management, , , ,2
562,New York,1/1/2012,Waste Management and Remediation Services,36000,1,55,0,2012,A, ,2884,24188,1233414217,279003105,18616753,1659,86278,NY,36, , , , ,86573,Nutrient Management, , , ,2
562,New York,1/1/2013,Waste Management and Remediation Services,36000,1,55,0,2013,A, ,1662,23016,1256582745,277207854,18352818,1688,87769,NY,36, , , , , ,Nutrient Management, , , ,1
562,North Carolina,1/1/2009,Waste Management and Remediation Services,37000,3,55,0,2009,A,N,1405,8324,289995923,144852402,2367580,729,37901,NC,37, , , , ,35688,Nutrient Management, , , ,2
562,North Carolina,1/1/2010,Waste Management and Remediation Services,37000,3,55,0,2010,A,N,1472,8538,310994577,155311359,2857529,764,39712,NC,37, , , , ,38440,Nutrient Management, , , ,2
562,North Carolina,1/1/2011,Waste Management and Remediation Services,37000,3,55,0,2011,A,N,1549,8921,328921492,156466886,3606069,777,40389,NC,37, , , , ,49531,Nutrient Management, , , ,2
562,North Carolina,1/1/2012,Waste Management and Remediation Services,37000,3,55,0,2012,A,N,1685,9633,355703721,179430409,4451866,781,40615,NC,37, , , , ,47920,Nutrient Management, , , ,2
562,North Carolina,1/1/2013,Waste Management and Remediation Services,37000,3,55,0,2013,A,N,830,9333,381553737,195455106,4802334,786,40881,NC,37, , , , , ,Nutrient Management, , , ,1
562,North Dakota,1/1/2009,Waste Management and Remediation Services,38000,5,55,0,2009,A, ,194,582,17285295,11497964,99249,655,34060,ND,38, , , , ,2968,Nutrient Management, , , ,2
562,North Dakota,1/1/2010,Waste Management and Remediation Services,38000,5,55,0,2010,A, ,192,688,22835709,15280973,142707,710,36901,ND,38, , , , ,6237,Nutrient Management, , , ,2
562,North Dakota,1/1/2011,Waste Management and Remediation Services,38000,5,55,0,2011,A, ,224,882,39478538,22591618,290328,946,49215,ND,38, , , , ,4856,Nutrient Management, , , ,2
562,North Dakota,1/1/2012,Waste Management and Remediation Services,38000,5,55,0,2012,A, ,262,1061,60643487,29784972,341361,1215,63192,ND,38, , , , ,9378,Nutrient Management, , , ,2
562,North Dakota,1/1/2013,Waste Management and Remediation Services,38000,5,55,0,2013,A, ,158,964,51351425,33363512,400300,1024,53251,ND,38, , , , , ,Nutrient Management, , , ,1
562,Ohio,1/1/2009,Waste Management and Remediation Services,39000,3,55,0,2009,A, ,1912,16070,671042693,136023109,4435740,1705,88643,OH,39, , , , ,58404,Nutrient Management, , , ,2
562,Ohio,1/1/2010,Waste Management and Remediation Services,39000,1,55,0,2010,A, ,1980,16044,693115998,137039053,5137881,2266,117829,OH,39, , , , ,63939,Nutrient Management, , , ,2
562,Ohio,1/1/2011,Waste Management and Remediation Services,39000,1,55,0,2011,A, ,1984,16262,717386809,151303680,7074139,2304,119822,OH,39, , , , ,72087,Nutrient Management, , , ,2
562,Ohio,1/1/2012,Waste Management and Remediation Services,39000,1,55,0,2012,A, ,2067,16861,749899690,152004805,7058965,2261,117561,OH,39, , , , ,69776,Nutrient Management, , , ,2
562,Ohio,1/1/2013,Waste Management and Remediation Services,39000,1,55,0,2013,A, ,1066,17102,865081612,165007581,6154395,2310,120079,OH,39, , , , , ,Nutrient Management, , , ,1
562,Oklahoma,1/1/2009,Waste Management and Remediation Services,40000,3,55,0,2009,A,N,745,3263,109144346,46702085,337177,729,37898,OK,40, , , , ,25651,Nutrient Management, , , ,2
562,Oklahoma,1/1/2010,Waste Management and Remediation Services,40000,1,55,0,2010,A, ,753,4196,146739282,51565514,487597,1954,101607,OK,40, , , , ,28044,Nutrient Management, , , ,2
562,Oklahoma,1/1/2011,Waste Management and Remediation Services,40000,1,55,0,2011,A, ,759,4493,158633658,68660492,1558274,1945,101147,OK,40, , , , ,25927,Nutrient Management, , , ,2
562,Oklahoma,1/1/2012,Waste Management and Remediation Services,40000,1,55,0,2012,A, ,816,4703,168776181,75347216,1982390,1971,102462,OK,40, , , , ,27445,Nutrient Management, , , ,2
562,Oklahoma,1/1/2013,Waste Management and Remediation Services,40000,1,55,0,2013,A, ,391,4431,182659037,82603551,2013510,2010,104559,OK,40, , , , , ,Nutrient Management, , , ,1
562,Oregon,1/1/2009,Waste Management and Remediation Services,41000,3,55,0,2009,A, ,497,5532,263602053,157514813,2859047,1635,85015,OR,41, , , , ,7923,Nutrient Management, , , ,2
562,Oregon,1/1/2010,Waste Management and Remediation Services,41000,3,55,0,2010,A, ,499,5487,257121376,156797886,4162879,1640,85276,OR,41, , , , ,6898,Nutrient Management, , , ,2
562,Oregon,1/1/2011,Waste Management and Remediation Services,41000,3,55,0,2011,A, ,508,5558,268315688,158040099,4741628,1687,87679,OR,41, , , , ,8824,Nutrient Management, , , ,2
562,Oregon,1/1/2012,Waste Management and Remediation Services,41000,3,55,0,2012,A, ,518,5688,289435271,166364706,4980720,1748,90922,OR,41, , , , ,8981,Nutrient Management, , , ,2
562,Oregon,1/1/2013,Waste Management and Remediation Services,41000,3,55,0,2013,A, ,369,5379,268187452,170233982,5100126,1706,88684,OR,41, , , , , ,Nutrient Management, , , ,1
562,Pennsylvania,1/1/2009,Waste Management and Remediation Services,42000,1,55,0,2009,A, ,1938,16353,744448565,146486582,8309045,2224,115626,PA,42, , , , ,56591,Nutrient Management, , , ,2
562,Pennsylvania,1/1/2010,Waste Management and Remediation Services,42000,1,55,0,2010,A, ,2034,16835,781040755,153652032,9858040,2314,120303,PA,42, , , , ,67033,Nutrient Management, , , ,2
562,Pennsylvania,1/1/2011,Waste Management and Remediation Services,42000,1,55,0,2011,A, ,2070,17916,849367677,171367872,12326909,2353,122364,PA,42, , , , ,67906,Nutrient Management, , , ,2
562,Pennsylvania,1/1/2012,Waste Management and Remediation Services,42000,1,55,0,2012,A, ,2174,18373,880634068,169016464,11923070,2421,125893,PA,42, , , , ,71561,Nutrient Management, , , ,2
562,Pennsylvania,1/1/2013,Waste Management and Remediation Services,42000,1,55,0,2013,A, ,1208,17690,905883803,188482533,13168669,2466,128201,PA,42, , , , , ,Nutrient Management, , , ,1
562,Puerto Rico,1/1/2009,Waste Management and Remediation Services,72000,5,55,0,2009,A, ,137,3797,90865427,33997359,1109060,460,23929,PR,72, , , , , ,Nutrient Management, , , ,1
562,Puerto Rico,1/1/2010,Waste Management and Remediation Services,72000,5,55,0,2010,A, ,132,3850,98094285,30307792,1001407,490,25478,PR,72, , , , , ,Nutrient Management, , , ,1
562,Puerto Rico,1/1/2011,Waste Management and Remediation Services,72000,5,55,0,2011,A, ,137,3898,99166357,31115905,1072149,489,25442,PR,72, , , , , ,Nutrient Management, , , ,1
562,Puerto Rico,1/1/2012,Waste Management and Remediation Services,72000,5,55,0,2012,A, ,131,4009,100308571,32237220,1180507,481,25024,PR,72, , , , , ,Nutrient Management, , , ,1
562,Puerto Rico,1/1/2013,Waste Management and Remediation Services,72000,5,55,0,2013,A, ,127,3946,99468459,30486785,1102081,485,25210,PR,72, , , , , ,Nutrient Management, , , ,1
562,Rhode Island,1/1/2009,Waste Management and Remediation Services,44000,3,55,0,2009,A, ,216,1624,68992327,29706981,1276627,1594,82872,RI,44, , , , ,5275,Nutrient Management, , , ,2
562,Rhode Island,1/1/2010,Waste Management and Remediation Services,44000,3,55,0,2010,A, ,209,1653,72855172,31681786,1513559,1612,83842,RI,44, , , , ,5372,Nutrient Management, , , ,2
562,Rhode Island,1/1/2011,Waste Management and Remediation Services,44000,3,55,0,2011,A, ,211,1667,74728539,32478201,1679191,1643,85452,RI,44, , , , ,5241,Nutrient Management, , , ,2
562,Rhode Island,1/1/2012,Waste Management and Remediation Services,44000,3,55,0,2012,A, ,226,1713,76051649,33985827,1805476,1671,86908,RI,44, , , , ,5152,Nutrient Management, , , ,2
562,Rhode Island,1/1/2013,Waste Management and Remediation Services,44000,3,55,0,2013,A, ,155,1657,80283192,35799794,1720080,1767,91884,RI,44, , , , , ,Nutrient Management, , , ,1
562,South Carolina,1/1/2009,Waste Management and Remediation Services,45000,1,55,0,2009,A, ,690,11309,757229861,88471354,1628034,2074,107852,SC,45, , , , ,15950,Nutrient Management, , , ,2
562,South Carolina,1/1/2010,Waste Management and Remediation Services,45000,1,55,0,2010,A, ,680,11654,785130720,90644006,1831556,1895,98528,SC,45, , , , ,16008,Nutrient Management, , , ,2
562,South Carolina,1/1/2011,Waste Management and Remediation Services,45000,1,55,0,2011,A, ,703,11207,798824212,124333228,3978535,1991,103530,SC,45, , , , ,17726,Nutrient Management, , , ,2
562,South Carolina,1/1/2012,Waste Management and Remediation Services,45000,1,55,0,2012,A, ,750,10572,725335615,135189952,3648492,1987,103310,SC,45, , , , ,19298,Nutrient Management, , , ,2
562,South Carolina,1/1/2013,Waste Management and Remediation Services,45000,1,55,0,2013,A, ,427,9996,689554327,133729508,3841499,1965,102205,SC,45, , , , , ,Nutrient Management, , , ,1
562,South Dakota,1/1/2009,Waste Management and Remediation Services,46000,3,55,0,2009,A,N,222,886,25224521,8274579,90642,606,31527,SD,46, , , , ,5010,Nutrient Management, , , ,2
562,South Dakota,1/1/2010,Waste Management and Remediation Services,46000,3,55,0,2010,A,N,222,878,25647828,8933586,225934,626,32527,SD,46, , , , ,4275,Nutrient Management, , , ,2
562,South Dakota,1/1/2011,Waste Management and Remediation Services,46000,3,55,0,2011,A,N,213,876,26608553,9980431,156539,643,33431,SD,46, , , , ,5072,Nutrient Management, , , ,2
562,South Dakota,1/1/2012,Waste Management and Remediation Services,46000,3,55,0,2012,A,N,223,886,27287406,10365777,119895,656,34131,SD,46, , , , ,6153,Nutrient Management, , , ,2
562,South Dakota,1/1/2013,Waste Management and Remediation Services,46000,3,55,0,2013,A,N,136,789,27737853,11560196,120556,676,35167,SD,46, , , , , ,Nutrient Management, , , ,1
562,Tennessee,1/1/2009,Waste Management and Remediation Services,47000,3,55,0,2009,A, ,1001,8522,439781152,82498548,2846981,1595,82926,TN,47, , , , ,30945,Nutrient Management, , , ,2
562,Tennessee,1/1/2010,Waste Management and Remediation Services,47000,1,55,0,2010,A, ,1017,8639,473429019,91155159,3182086,2068,107562,TN,47, , , , ,28884,Nutrient Management, , , ,2
562,Tennessee,1/1/2011,Waste Management and Remediation Services,47000,1,55,0,2011,A, ,1048,8518,467806229,89838995,3068600,2073,107816,TN,47, , , , ,32136,Nutrient Management, , , ,2
562,Tennessee,1/1/2012,Waste Management and Remediation Services,47000,1,55,0,2012,A, ,1071,8192,418659467,82194277,2670439,2046,106421,TN,47, , , , ,31150,Nutrient Management, , , ,2
562,Tennessee,1/1/2013,Waste Management and Remediation Services,47000,1,55,0,2013,A, ,501,7477,413799108,82502657,2212375,2058,106999,TN,47, , , , , ,Nutrient Management, , , ,1
562,Texas,1/1/2009,Waste Management and Remediation Services,48000,1,55,0,2009,A, ,3295,32206,1466416136,290809898,4132182,2143,111441,TX,48, , , , ,99348,Nutrient Management, , , ,2
562,Texas,1/1/2010,Waste Management and Remediation Services,48000,1,55,0,2010,A, ,3408,32105,1547057590,296313958,9548752,2234,116128,TX,48, , , , ,117452,Nutrient Management, , , ,2
562,Texas,1/1/2011,Waste Management and Remediation Services,48000,1,55,0,2011,A, ,3541,33714,1637143942,311451035,11671780,2251,117051,TX,48, , , , ,132197,Nutrient Management, , , ,2
562,Texas,1/1/2012,Waste Management and Remediation Services,48000,1,55,0,2012,A, ,3964,35598,1834420357,328315986,12331245,2348,122086,TX,48, , , , ,144347,Nutrient Management, , , ,2
562,Texas,1/1/2013,Waste Management and Remediation Services,48000,1,55,0,2013,A, ,1840,34435,1844330331,349708177,11435764,2332,121295,TX,48, , , , , ,Nutrient Management, , , ,1
562,Utah,1/1/2009,Waste Management and Remediation Services,49000,3,55,0,2009,A, ,369,3958,192613105,95254595,601475,1677,87195,UT,49, , , , ,8544,Nutrient Management, , , ,2
562,Utah,1/1/2010,Waste Management and Remediation Services,49000,3,55,0,2010,A, ,359,4189,206189251,102530680,883676,1689,87822,UT,49, , , , ,4731,Nutrient Management, , , ,2
562,Utah,1/1/2011,Waste Management and Remediation Services,49000,3,55,0,2011,A, ,363,4243,212910722,105953727,1744325,1714,89169,UT,49, , , , ,6476,Nutrient Management, , , ,2
562,Utah,1/1/2012,Waste Management and Remediation Services,49000,3,55,0,2012,A, ,399,4145,218123059,109580754,1869314,1789,92997,UT,49, , , , ,6207,Nutrient Management, , , ,2
562,Utah,1/1/2013,Waste Management and Remediation Services,49000,3,55,0,2013,A, ,273,3731,217184099,100345987,1781450,1884,97966,UT,49, , , , , ,Nutrient Management, , , ,1
562,Vermont,1/1/2009,Waste Management and Remediation Services,50000,5,55,0,2009,A, ,209,1102,46238779,9140930,364257,894,46510,VT,50, , , , ,6612,Nutrient Management, , , ,2
562,Vermont,1/1/2010,Waste Management and Remediation Services,50000,5,55,0,2010,A, ,223,997,37587220,9739467,402985,821,42697,VT,50, , , , ,5737,Nutrient Management, , , ,2
562,Vermont,1/1/2011,Waste Management and Remediation Services,50000,5,55,0,2011,A, ,220,993,38317026,12878136,596514,837,43542,VT,50, , , , ,5940,Nutrient Management, , , ,2
562,Vermont,1/1/2012,Waste Management and Remediation Services,50000,5,55,0,2012,A, ,221,988,37786777,14858184,708159,830,43181,VT,50, , , , ,5773,Nutrient Management, , , ,2
562,Vermont,1/1/2013,Waste Management and Remediation Services,50000,5,55,0,2013,A, ,114,929,40414606,16122719,811752,837,43507,VT,50, , , , , ,Nutrient Management, , , ,1
562,Virgin Islands ,1/1/2009,Waste Management and Remediation Services,78000,5,55,0,2009,A, ,15,109,3691997,2441283,1695,651,33846,VI,78, , , , , ,Nutrient Management, , , ,1
562,Virgin Islands ,1/1/2010,Waste Management and Remediation Services,78000,5,55,0,2010,A, ,18,115,4236333,2492564,2880,710,36945,VI,78, , , , , ,Nutrient Management, , , ,1
562,Virgin Islands ,1/1/2011,Waste Management and Remediation Services,78000,5,55,0,2011,A, ,14,114,4266334,2579009,9332,719,37397,VI,78, , , , , ,Nutrient Management, , , ,1
562,Virgin Islands ,1/1/2012,Waste Management and Remediation Services,78000,5,55,0,2012,A, ,16,119,4248661,3241149,17208,689,35803,VI,78, , , , , ,Nutrient Management, , , ,1
562,Virgin Islands ,1/1/2013,Waste Management and Remediation Services,78000,5,55,0,2013,A, ,18,107,4182306,3025320,47102,753,39179,VI,78, , , , , ,Nutrient Management, , , ,1
562,Virginia,1/1/2009,Waste Management and Remediation Services,51000,3,55,0,2009,A, ,1119,11018,440095610,77375183,1103714,1502,78104,VA,51, , , , ,24017,Nutrient Management, , , ,2
562,Virginia,1/1/2010,Waste Management and Remediation Services,51000,1,55,0,2010,A, ,1110,11035,449443246,78822473,1902346,1921,99871,VA,51, , , , ,22407,Nutrient Management, , , ,2
562,Virginia,1/1/2011,Waste Management and Remediation Services,51000,1,55,0,2011,A, ,1135,11194,456244758,79859838,2487562,1907,99135,VA,51, , , , ,24677,Nutrient Management, , , ,2
562,Virginia,1/1/2012,Waste Management and Remediation Services,51000,1,55,0,2012,A, ,1150,11314,463613059,81047652,2623574,1820,94663,VA,51, , , , ,23623,Nutrient Management, , , ,2
562,Virginia,1/1/2013,Waste Management and Remediation Services,51000,1,55,0,2013,A, ,702,10732,459271805,81583443,2723607,2099,109164,VA,51, , , , , ,Nutrient Management, , , ,1
562,Washington,1/1/2009,Waste Management and Remediation Services,53000,3,55,0,2009,A,N,734,15025,1057705920,589417055,10331213,1375,71475,WA,53, , , , ,14123,Nutrient Management, , , ,2
562,Washington,1/1/2010,Waste Management and Remediation Services,53000,3,55,0,2010,A,N,741,16139,1186839569,595221330,15788681,1435,74623,WA,53, , , , ,14028,Nutrient Management, , , ,2
562,Washington,1/1/2011,Waste Management and Remediation Services,53000,3,55,0,2011,A,N,739,15815,1171856743,593903324,11862547,1446,75201,WA,53, , , , ,11658,Nutrient Management, , , ,2
562,Washington,1/1/2012,Waste Management and Remediation Services,53000,3,55,0,2012,A,N,793,14146,1005719083,530405114,7701167,1394,72496,WA,53, , , , ,14432,Nutrient Management, , , ,2
562,Washington,1/1/2013,Waste Management and Remediation Services,53000,3,55,0,2013,A,N,546,13966,986881295,554639655,11856271,1359,70665,WA,53, , , , , ,Nutrient Management, , , ,1
562,West Virginia,1/1/2009,Waste Management and Remediation Services,54000,3,55,0,2009,A, ,343,2307,76545641,28819386,929185,1210,62915,WV,54, , , , ,5734,Nutrient Management, , , ,2
562,West Virginia,1/1/2010,Waste Management and Remediation Services,54000,3,55,0,2010,A, ,336,2351,82680237,30009566,1035678,1276,66308,WV,54, , , , ,6812,Nutrient Management, , , ,2
562,West Virginia,1/1/2011,Waste Management and Remediation Services,54000,3,55,0,2011,A, ,367,2467,90465789,33000524,1287759,1344,69886,WV,54, , , , ,6461,Nutrient Management, , , ,2
562,West Virginia,1/1/2012,Waste Management and Remediation Services,54000,3,55,0,2012,A, ,397,2661,101564182,34257034,1248275,1393,72443,WV,54, , , , ,6981,Nutrient Management, , , ,2
562,West Virginia,1/1/2013,Waste Management and Remediation Services,54000,3,55,0,2013,A, ,239,2580,107486395,36043793,1157839,1417,73720,WV,54, , , , , ,Nutrient Management, , , ,1
562,Wisconsin,1/1/2009,Waste Management and Remediation Services,55000,3,55,0,2009,A, ,871,5765,249394945,70758225,2228861,1514,78758,WI,55, , , , ,24857,Nutrient Management, , , ,2
562,Wisconsin,1/1/2010,Waste Management and Remediation Services,55000,3,55,0,2010,A, ,878,5912,259536380,74102778,3321897,1544,80316,WI,55, , , , ,30641,Nutrient Management, , , ,2
562,Wisconsin,1/1/2011,Waste Management and Remediation Services,55000,3,55,0,2011,A, ,880,6033,265425226,82070506,4367123,1559,81073,WI,55, , , , ,31275,Nutrient Management, , , ,2
562,Wisconsin,1/1/2012,Waste Management and Remediation Services,55000,3,55,0,2012,A, ,1015,6103,255830667,81494586,3923916,1526,79338,WI,55, , , , ,31274,Nutrient Management, , , ,2
562,Wisconsin,1/1/2013,Waste Management and Remediation Services,55000,3,55,0,2013,A, ,575,5703,261957470,89202119,3961750,1540,80031,WI,55, , , , , ,Nutrient Management, , , ,1
562,Wyoming,1/1/2009,Waste Management and Remediation Services,56000,3,55,0,2009,A,N,195,827,31549483,16800239,196851,787,40898,WY,56, , , , ,2977,Nutrient Management, , , ,2
562,Wyoming,1/1/2010,Waste Management and Remediation Services,56000,3,55,0,2010,A, ,201,959,36171829,19723888,498402,1354,70419,WY,56, , , , ,3227,Nutrient Management, , , ,2
562,Wyoming,1/1/2011,Waste Management and Remediation Services,56000,3,55,0,2011,A,N,209,953,38067342,21653842,794569,827,42994,WY,56, , , , ,5288,Nutrient Management, , , ,2
562,Wyoming,1/1/2012,Waste Management and Remediation Services,56000,3,55,0,2012,A, ,203,1073,43036047,23291534,879044,1441,74916,WY,56, , , , ,4893,Nutrient Management, , , ,2
562,Wyoming,1/1/2013,Waste Management and Remediation Services,56000,3,55,0,2013,A, ,150,1017,44494351,24300953,820293,1478,76883,WY,56, , , , , ,Nutrient Management, , , ,1
722,Alabama,1/1/2009,Food Services and Drinking Places,1000,1,55,0,2009,A, ,11436,141097,1780686477,1048513379,12786680,604,31364,AL,1, , , , ,153646,Retail Distribution, , , ,4
722,Alabama,1/1/2010,Food Services and Drinking Places,1000,1,55,0,2010,A, ,11828,140167,1829455879,1066645250,26944501,598,31099,AL,1, , , , ,168496,Retail Distribution, , , ,4
722,Alabama,1/1/2011,Food Services and Drinking Places,1000,1,55,0,2011,A, ,11870,142255,1886327396,1096153975,31329134,610,31682,AL,1, , , , ,165900,Retail Distribution, , , ,4
722,Alabama,1/1/2012,Food Services and Drinking Places,1000,1,55,0,2012,A, ,11917,146746,1989240076,1136321275,23708246,612,31829,AL,1, , , , ,164722,Retail Distribution, , , ,4
722,Alabama,1/1/2013,Food Services and Drinking Places,1000,1,55,0,2013,A, ,7706,147072,2067005059,1180644231,23388749,631,32797,AL,1, , , , , ,Retail Distribution, , , ,3
722,Alaska,1/1/2009,Food Services and Drinking Places,2000,1,55,0,2009,A, ,1823,19409,335691730,304795084,5722232,765,39764,AK,2, , , , ,23970,Retail Distribution, , , ,3
